Comments,summary,sentiment_label
"The updated portions of the course are amazing.  Very clear instructions and excellent practice Challenges and Capstone projects.  However, on difficult topics such as getting started installing MongoDB, the course is so far out of date that it is useless.  Trying to get started by using the documentation is almost impossible because the have so many links and different concepts to try and learn/follow from the docs its extremely complex and non-inuitive.  Especially the fact that the ""mongo"" command is deprecated and no longer works combined with the need to install the mongosh in order to interact with the DB it all very confusing.  Especially since Mongo pushes people towards the cloud-based Atlas service with compass as a GUI.","the course is so far out of date that it is useless . the ""mongo"" command is deprecated and no longer works combined with the need to install the mongosh in order to interact with the DB .",NEGATIVE
"This is the Best Online Web Development tutorial and my experience while learning concepts in this tutorial was great ,easy to learn things and you can get practice projects the end of every lesson to make it better for learning . So overall it was a good experience.",this is the Best Online Web Development tutorial and my experience while learning concepts in this tutorial was great . overall it was a good experience and you can get practice projects the end of every lesson .,POSITIVE
"When I first purchased this course, I had actually purchased many different courses before or experienced them on YouTube. But these topics, which were already incredibly boring to me as a Computer Engineering student (Believe me, I don't know why :D), now became unbearable thanks to the narrators, and at one point I completely stopped learning these concepts. Then I came across this course and when the price was on sale, I thought, ""Why not?"" I said and bought it suddenly :D. And I have to tell you, Angela is truly an incredible storyteller. The course is taught so well that I don't think it is possible for you to get bored. The sites he recommends and the tasks given, whether short or long, are quite descriptive, and I think the best thing is that each task is explained step by step, making the work to be done much more understandable and clear. This course was a course that I found by chance and I liked it incredibly. Thank you Angela for this wonderful course :3. Because you managed to break a taboo for me. I look forward to checking out some of your other courses!",the course is taught so well that I don't think it is possible for you to get bored . the sites he recommends and the tasks given are quite descriptive .,POSITIVE
"Pretty easy to understand they the teacher explains everything, even if you are a complete beginner, this is all you need to go from basic to intermediate, then, of course, you need to figure out how to become a better programmer.","the teacher explains everything, even if you are a complete beginner, this is all you need to go from basic to intermediate, then, of course, you must figure out how to become a better programmer.",POSITIVE
"Dr. Yu is clearly a knowledgeable, expert explainer - and has earned the respect of the title. But she is relaxed and approachable enough that she seems even more like ""Angela"" - which makes the course fun and even more effective.","Dr. Yu is a knowledgeable, expert explainer . she is relaxed and approachable enough that she seems even more like ""Angela""",POSITIVE
"Flow structure is good, but the course only touches the surface of every section not much focus on details. It feels like we are memorizing the portion of the course making me unable to make a simple website on our own","Flow structure is good, but the course only touches the surface of every section not much focus on details . it feels like we are memorizing the portion of the course making me unable to make a simple website on our own.",NEGATIVE
Since then I'm looking for good online tutorials about this course. Very clear and easy to understand. If something that's not clear on this course. There's a lot of hint or useful information on this course that you can use to search in internet when you get stuck. Highly recommended to everyone who wants to learn web programming.,I'm looking for good online tutorials about this course . a lot of hint or useful information on this course can be used to search in internet .,POSITIVE
"I appreciate the challenges I'm encouraged to solve on my own and the solutions offered. In addition, the course material is spot on, and all of this comes together to deliver a fun step-by-step experience.","the course material is spot on, and all of this comes together to deliver a fun step-by-step experience . if you're a beginner, you'll be able to learn more about the course .",POSITIVE
It's a very comprehensive course in terms of the topics covered. But I think the quality of the javascript section in this course is not upto the mark. There are lots of think which are important but are not covered eg. Promise API.,it's a very comprehensive course in terms of the topics covered . but the quality of the javascript section in this course is not up to the mark .,NEGATIVE
"I actually enrolled for Cole's course for web development, as I already took Angela's iOS development course, I wanted to learn from some other instructor. But not even a single day, I had to refund and enroll in Angela's Web Development course. Your way of teaching is very good Anglea!","my way of teaching is very good Anglea! I enrolled for a course for web development, as I already took Angela's iOS development course .",POSITIVE
"Idk if im dumb but she explains well, doesnt bother explaining things that arent revelant to the current level we are at, and keeps things simple, challenging somewhat, but within the range of, oh ok I dont want to quit this yet.","Idk if im dumb but doesnt bother explaining things that arent revelant to the current level we are at, and keeps things simple, challenging somewhat, but within the range of, oh ok .",POSITIVE
really helpfull this course helped me alot in the web development course in the university in addition it helped me with some topics in my database course and advanced object oriented programing thank you so much angela,this course helped me with some topics in my database course and advanced object oriented programing . thank you so much angela for helping me alot in the web development course .,POSITIVE
"I really loved this course. Angela's teaching style is very engaging, and it feels as though she is speaking directly to you at times. She explains the concepts very well and provides challenges along the way to practice what you've just learned. I very much enjoyed this course, and I hope that she teaches courses on other development technologies soon.","Angela's teaching style is very engaging, and it feels as though she is speaking directly to you at times . she explains the concepts very well and provides challenges along the way .",POSITIVE
"It's definitely challenging, but I'm able to understand and continue with the modules. I can't know for sure if I'll be able to successfully become a software engineer, but if I don't, it will be on me because the Instructor is teaching good, giving many examples and exercises. So far I'm happy with this course.","I can't know for sure if I'll be able to become a software engineer . the instructor is teaching good, giving many examples and exercises .",POSITIVE
Angela is a perfect teacher!! She doesn't waste your time and focuses on what's important. Every aspect of this course is on point and will teach you from scratch how to start on Web Developing!!,Angela is a perfect teacher!! She doesn't waste your time and focuses on what's important . every aspect of this course is on point and will teach you from scratch .,POSITIVE
I have tried coding before but always found it difficult to maintain the pace and understand/practice the content. This course is well design to progressively take you through the coding concept without feeling like it is impossible!,course is well design to progressively take you through the coding concept without feeling like it is impossible . course is designed to help you understand and understand the content .,POSITIVE
"Course has really opened up my knowledge and breaks everything down into simple easy to learn steps, does a fantastic job as not just showing what the things are but also defining every crumb along the way. wonderful work and thank you so much for sharing your knowledge and allowing me to be a better developer!",course has really opened up my knowledge and breaks everything down into simple easy to learn steps . thank you so much for sharing your knowledge and allowing me to be a better developer!,POSITIVE
"The best course out there for web development, this is entirely beginner friendly and goes to advanced. Loving the course can see the effort put on the course to make it easy for us to grab the concepts","the best course out there for web development, this is entirely beginner friendly and goes to advanced . the course can see the effort put on the course to make it easy for us to grab the concepts .",POSITIVE
"I had refunded this course the first time, but there were some resources she offered that were helpful. Other than that, she wastes whole tutorials on single tags vs grouping tags. Even some tags she's not even covered, so confused if she will ever cover them?","I had refunded this course the first time, but there were some resources she offered that were helpful . she wastes whole tutorials on single tags vs grouping tags .",NEGATIVE
"She is an amazing teacher! Angela's teaching is outstanding. It's easy to understand, her pronunciation is clear, and even though English isn't my native language, I can follow along easily. Her valuable tips and motivational words are a great help for my learning. I highly recommend her lectures.","angela's teaching is outstanding . it's easy to understand, her pronunciation is clear . I highly recommend her lectures .",POSITIVE
"The course is good however the react module is a bit outdated and let to a lot of wastage of time, except for that i also wanted to learn mongo from this course as its a necessity but there is no module about monogdb.",the react module is a bit outdated and let to a lot of wastage of time . there is no module about monogdb .,NEGATIVE
Yes it is match up for me. The best tip i got so far is to understand concept for 10 minutes and to replicate what you got rather than coding together with tutorial. Because i was that kind of person.,the best tip i got so far is to understand concept for 10 minutes . to replicate what you got rather than coding together with tutorial .,NEGATIVE
"Really easy to grasp coming from Dr. Angela Yu. Keeps you engaged, grabs your attention, but also teaches you. Can't ask for a better course than one with those features in my opinion. A huge bonus is the certificate and the amount of content it comes with.",a huge bonus is the certificate and the amount of content it comes with . it's easy to grasp coming from Dr. Angela Yu .,POSITIVE
great course for intermediate programmers but not for beginner i guess cause some topics of advancejava script has OOPS concept that means the person who didnt know programming language before would not understand.,advancejava script has OOPS concept that means the person who didnt know programming language before would not understand . i guess this is a great course for intermediate programmers .,NEGATIVE
"I have found this course both informative and productive. The lessons in addition to the code challenges and Capstone projects, really give a full developer experience and help you to learn challenging concepts.","the lessons in addition to the code challenges and Capstone projects, really give a full developer experience and help you to learn challenging concepts .",POSITIVE
"basic are good but its an outdated course topics such as API,ROUTING OF NODE.In React no concept hooks,there is no integration of react and node .In this way this course simple thing much complex we have to browse from internet and its time consuming .please go for an updated course for s2023","basic are good but its an outdated course topics such as API,ROUTING OF NODE .in React no concept hooks,there is no integration of react and node .",NEGATIVE
"I started this course a month ago. I found this interesting till the end of frontend module. As of now the backend modules are completely outdated. The frontend section is amazing as it's up to date. but the backend lectures are from 2018 and the technologies are changed. So, I request to check the course backend section at the time of your purchase. Again, if you want to become a frontend developer you can go for it. Please update the course as soon as possible.",frontend modules are up to date . the backend lectures are from 2018 and the technologies are changed . if you want to become a frontend developer you can go for it .,NEGATIVE
"so far I am at 35th and the lecture doesn't taught attributes, like the tutor just use some attributes that newbies don't even have an idea about. rest everything is going great, it's well organized and well explained everything.","so far I am at 35th and the lecture doesn't teach attributes, like the tutor just use some attributes that newbies don't even have an idea about.",POSITIVE
